2023-02-09 23:14:40,039 INFO    StreamThr :58348 [internal.py:wandb_internal():87] W&B internal server running at pid: 58348, started at: 2023-02-09 23:14:40.037628
2023-02-09 23:14:40,709 DEBUG   HandlerThread:58348 [system_monitor.py:probe():180] {'os': 'Linux-4.18.0-372.26.1.el8_6.x86_64-x86_64-with-glibc2.28', 'python': '3.9.7', 'heartbeatAt': '2023-02-10T05:14:40.704218', 'startedAt': '2023-02-10T05:14:40.009511', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/work/09012/haoli1/ls6/hurricane/code/hurr_u_net_0.0.py', 'codePath': 'hurr_u_net_0.0.py', 'host': 'c308-002.ls6.tacc.utexas.edu', 'username': 'haoli1', 'executable': '/work/09012/haoli1/ls6/JAX/bin/python', 'cpu_count': 128, 'cpu_count_logical': 128, 'cpu_freq': {'current': 2470.8559218749997, 'min': 1500.0, 'max': 2450.0}, 'cpu_freq_per_core': [{'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 3517.224, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 3517.841, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}, {'current': 2450.0, 'min': 1500.0, 'max': 2450.0}], 'disk': {'total': 149.9267578125, 'used': 66.64073944091797}, 'gpu': 'NVIDIA A100-PCIE-40GB', 'gpu_count': 3, 'gpu_devices': [{'name': 'NVIDIA A100-PCIE-40GB', 'memory_total': 42505273344}, {'name': 'NVIDIA A100-PCIE-40GB', 'memory_total': 42505273344}, {'name': 'NVIDIA A100-PCIE-40GB', 'memory_total': 42505273344}], 'memory': {'total': 251.11077880859375}}
2023-02-09 23:14:40,709 INFO    HandlerThread:58348 [system_monitor.py:probe():181] Finished collecting system info
2023-02-09 23:14:40,709 INFO    HandlerThread:58348 [system_monitor.py:probe():184] Publishing system info
2023-02-09 23:14:40,709 DEBUG   HandlerThread:58348 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-02-09 23:14:40,712 DEBUG   HandlerThread:58348 [system_info.py:_save_pip():67] Saving pip packages done
2023-02-09 23:14:40,714 INFO    HandlerThread:58348 [system_monitor.py:probe():186] Finished publishing system info
2023-02-09 23:14:40,810 DEBUG   SenderThread:58348 [sender.py:send():303] send: files
2023-02-09 23:14:40,811 INFO    SenderThread:58348 [sender.py:_save_file():1171] saving file wandb-metadata.json with policy now
2023-02-09 23:14:40,818 DEBUG   HandlerThread:58348 [handler.py:handle_request():139] handle_request: stop_status
2023-02-09 23:14:40,820 DEBUG   SenderThread:58348 [sender.py:send_request():317] send_request: stop_status
2023-02-09 23:14:40,960 DEBUG   SenderThread:58348 [sender.py:send():303] send: telemetry
2023-02-09 23:14:40,961 DEBUG   SenderThread:58348 [sender.py:send():303] send: telemetry
2023-02-09 23:14:40,961 DEBUG   SenderThread:58348 [sender.py:send():303] send: config
2023-02-09 23:14:40,961 DEBUG   SenderThread:58348 [sender.py:send():303] send: config
2023-02-09 23:14:40,961 DEBUG   SenderThread:58348 [sender.py:send():303] send: config
2023-02-09 23:14:40,962 DEBUG   SenderThread:58348 [sender.py:send():303] send: config
2023-02-09 23:14:40,962 DEBUG   SenderThread:58348 [sender.py:send():303] send: config
2023-02-09 23:14:40,962 DEBUG   SenderThread:58348 [sender.py:send():303] send: config
2023-02-09 23:14:40,962 DEBUG   SenderThread:58348 [sender.py:send():303] send: config
2023-02-09 23:14:40,962 DEBUG   SenderThread:58348 [sender.py:send():303] send: config
2023-02-09 23:14:40,962 DEBUG   SenderThread:58348 [sender.py:send():303] send: config
2023-02-09 23:14:41,424 INFO    Thread-16 :58348 [upload_job.py:push():143] Uploaded file /tmp/tmps7uasru0wandb/53rlmvja-wandb-metadata.json
2023-02-09 23:14:41,594 INFO    Thread-13 :58348 [dir_watcher.py:_on_file_created():275] file/dir created: /work/09012/haoli1/ls6/hurricane/code/wandb/run-20230209_231440-3v1e5aet/files/wandb-metadata.json
2023-02-09 23:14:41,594 INFO    Thread-13 :58348 [dir_watcher.py:_on_file_created():275] file/dir created: /work/09012/haoli1/ls6/hurricane/code/wandb/run-20230209_231440-3v1e5aet/files/output.log
2023-02-09 23:14:41,594 INFO    Thread-13 :58348 [dir_watcher.py:_on_file_created():275] file/dir created: /work/09012/haoli1/ls6/hurricane/code/wandb/run-20230209_231440-3v1e5aet/files/wandb-summary.json
2023-02-09 23:14:41,594 INFO    Thread-13 :58348 [dir_watcher.py:_on_file_created():275] file/dir created: /work/09012/haoli1/ls6/hurricane/code/wandb/run-20230209_231440-3v1e5aet/files/requirements.txt
2023-02-09 23:14:43,594 INFO    Thread-13 :58348 [dir_watcher.py:_on_file_modified():292] file/dir modified: /work/09012/haoli1/ls6/hurricane/code/wandb/run-20230209_231440-3v1e5aet/files/output.log
2023-02-09 23:14:53,604 INFO    Thread-13 :58348 [dir_watcher.py:_on_file_modified():292] file/dir modified: /work/09012/haoli1/ls6/hurricane/code/wandb/run-20230209_231440-3v1e5aet/files/output.log
2023-02-09 23:14:55,978 DEBUG   HandlerThread:58348 [handler.py:handle_request():139] handle_request: stop_status
2023-02-09 23:14:55,979 DEBUG   SenderThread:58348 [sender.py:send_request():317] send_request: stop_status
2023-02-09 23:15:10,621 INFO    Thread-13 :58348 [dir_watcher.py:_on_file_modified():292] file/dir modified: /work/09012/haoli1/ls6/hurricane/code/wandb/run-20230209_231440-3v1e5aet/files/config.yaml
2023-02-09 23:15:40,663 DEBUG   SystemMonitor:58348 [system_monitor.py:_start():130] Starting system metrics aggregation loop
2023-02-09 23:15:40,666 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:16:10,668 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:16:40,671 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:17:10,673 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:17:40,676 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:18:10,677 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:18:40,680 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:19:10,682 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:19:40,684 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:20:10,687 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:20:40,689 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:21:10,692 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:21:40,694 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:22:10,696 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:22:40,698 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:23:10,701 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:23:40,703 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:24:10,705 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:24:40,707 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:25:10,710 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:25:40,712 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:26:10,714 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:26:40,716 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:27:10,718 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:27:40,720 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:28:10,722 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:28:40,725 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:29:10,727 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:29:40,729 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:30:10,732 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:30:40,733 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:31:10,736 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:31:40,738 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:32:10,741 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:32:40,742 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:33:10,745 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:33:40,747 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:34:10,748 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:34:40,750 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
2023-02-09 23:35:10,753 DEBUG   SenderThread:58348 [sender.py:send():303] send: stats
